m0,m1,m2,m3,voltage_mV,std_mV
313,1224,241,503,4.850276192510758,5.721893762574818
2357,4059,718,3777,4.585680715353863,6.018466334461384
3969,1186,2916,468,4.938535721915342,5.672129314337345
881,1680,3614,3829,5.308908352916045,5.135477927350265
927,418,2405,519,3.9947508163701286,6.594888560345909
1597,3734,1172,901,5.185430463576159,5.303648971034857
2122,3883,2739,1049,4.144688253425703,6.458629320898397
1245,282,2351,3042,3.8448133793145547,6.7250468453336865
3129,51,1816,1192,5.361827448347423,5.060772312842661
3360,2104,1343,2826,4.021210364085818,6.571296728135287
2605,3413,2015,1365,4.268166142765587,6.3415574697406765
2675,1491,1099,2263,3.095126194036684,7.29522568285348
363,2454,3020,1623,5.300088503677481,5.147770572855995
2126,1373,1163,1900,4.647419660023805,5.951640539930813
2422,855,1138,3348,4.806176946317943,5.77322296577702
2470,1464,1750,575,4.515121921445357,6.09317546781638
408,1075,2626,2590,4.215277565843685,6.416675312776458
328,117,949,3378,4.673879207739494,5.922573092630074
3918,1610,3239,3277,5.529435102389599,4.845068287326198
711,2201,3593,2663,5.361827448347423,5.060772312842661
161,1546,3566,2738,4.4710531937620175,6.164385749811502
1024,3455,1979,1669,4.250526444288462,6.3585608011486645
3060,274,1694,660,4.012390514847255,6.579181895449412
3330,3840,3136,42,5.670552690206611,4.622634988637761
206,1776,1916,1760,4.912015137180701,5.648671050490311
1389,695,724,1012,4.88555558946501,5.680249964009088
136,495,50,2961,4.576860866115299,6.027900781370615
940,3176,2372,3772,5.432416760765404,4.989931034542286
298,2087,3246,3695,5.114871669667655,5.3961261946211385
789,3285,3017,3353,4.6738792077394935,5.922573092630074
3985,679,2200,1169,4.382824182866909,6.228687186188179
3097,3871,1771,1591,5.211890011291849,5.268307914681961
1899,2410,1241,1453,4.93847468489639,5.616789955511844
1048,1435,2919,619,5.167821283608508,5.356243463585287
2836,1077,580,2668,4.89440595721305,5.697236789050592
1189,2922,1204,1483,4.876735740226448,5.690709987953072
2279,2092,299,4069,5.317758720664083,5.153533473637351
3250,599,3290,3152,5.423596911526841,5.002799087413209
962,3050,3341,2416,5.0443128757591476,5.486137650642579
2008,2633,3213,1492,5.935148167363506,4.160863013083341
1477,648,3634,3747,4.338724936674094,6.2725872399875175
3503,203,3058,676,5.802819910275582,4.3641679959135224
4012,3040,3629,3792,6.15561387981811,3.676078881869252
3280,656,1196,2839,5.476485488448745,4.893037420675483
540,706,1192,490,4.647419660023805,5.951640539930813
79,173,372,3864,4.55040131839961,6.0560388692751665
2183,3300,750,2191,5.088412121951965,5.430162788485802
3093,3350,3713,1170,5.635273293252357,4.679633667649144
702,2066,646,1033,4.647419660023805,5.951640539930814
1588,3850,2319,996,5.32654805139317,5.110758275142499
2963,2260,3673,3619,3.7566148869289226,6.798902510046809
1105,3657,105,1619,3.209784234138005,7.215989717848112
3461,934,1518,2924,4.55040131839961,6.056038869275167
4083,629,3076,940,5.838160344248787,4.373618080895259
1364,456,813,1886,5.30008850367748,5.147770572855995
152,841,3503,2984,5.247169408246101,5.220605776384518
768,609,1308,3530,5.300180059205909,5.2379917892088095
4028,3572,3716,897,5.679342020935699,4.574220750626256
548,963,4067,1161,4.99139378032777,5.552100349753207
1743,1253,28,3294,4.06534012878811,6.555421607294426
461,3141,1947,1479,5.441206091494492,4.945537289077367
1965,3063,3736,4018,5.458876308481094,4.951031944352464
56,354,3068,348,4.859096041749321,5.711531708331186
2856,2981,3311,1205,5.06198309274575,5.492368426883526
3671,3748,2109,2378,5.238349559007538,5.232594379895262
3806,2993,1023,846,5.053132724997711,5.475016876530337
1657,4085,2951,391,5.291268654438918,5.160018858467602
1995,3555,2907,2288,5.450025940733056,4.93248836567259
2748,2380,476,4008,5.0443128757591476,5.486137650642579
3934,1017,2975,2966,5.264809106723227,5.196500686980778
2560,897,1823,35,4.973754081850642,5.5738027995726664
361,1150,806,3908,5.017853328043459,5.5192809690601194
2294,2702,2595,586,4.806176946317943,5.77322296577702
1223,3750,2880,3906,5.811700796533097,4.4198756657974
2944,3160,790,1969,5.441206091494492,4.945537289077367
1639,687,185,856,5.194250312814723,5.291909543137914
1507,711,2178,1140,5.317728202154607,5.123140602634311
3452,540,162,1984,4.426923429059725,6.184161055186539
3004,3438,509,3263,4.823816644795069,5.752786809718027
696,2951,3607,1077,5.714621417889951,4.515547476659729
4030,377,2238,2206,5.943937498092593,4.106442623075413
1952,3196,1117,3988,4.3034455397198395,6.307265298724039
4002,2758,1640,544,5.5117648854029975,4.839710947040902
2717,821,3059,2657,7.3742179631946785,2.738998028441974
2968,1088,3110,2074,5.317728202154607,5.123140602634311
1947,3369,914,131,4.7532578508865635,5.833781921580147
387,3655,3843,3648,4.691518906216621,5.903049388872816
3381,2603,2257,2582,5.097231971190528,5.418855367007309
1688,3762,2501,821,4.268166142765587,6.3415574697406765
1610,3986,1933,1326,5.088412121951965,5.430162788485802
1644,1064,1055,771,6.429090243232521,3.11115178045168
2739,770,3893,257,5.573503830072939,4.744316518713915
1444,1321,3446,1102,5.935117648854031,4.1231639632345365
3223,2443,3220,496,6.3496505630665,3.219414115425673
1304,843,1997,2399,5.114871669667654,5.3961261946211385
353,1116,3816,2950,5.71462141788995,4.515547476659729
3863,3682,4058,2624,5.529404583880124,4.812729163313569
943,365,1612,1093,5.194250312814723,5.291909543137914
3821,1534,3590,2615,5.838099307229835,4.3016186934824745
1621,2710,3011,3328,5.564683980834377,4.758110438255664
3577,500,3759,692,5.670522171697136,4.5887294692681335
2768,3306,3989,2487,5.952787865840633,4.127639065528657
1200,2801,2522,1742,4.718008972441787,5.900074537896023
555,2160,2611,3483,5.017883846552936,5.547505596972209
1089,2266,973,3807,3.968291268654439,6.6182905150975735
88,92,3427,1852,5.441206091494491,4.945537289077367
2591,3138,2509,153,5.194250312814723,5.291909543137913
3973,3581,330,1722,4.964934232612079,5.584601503840675
402,1239,2987,476,5.661732840968048,4.6369755082061985
1979,1531,399,3029,4.647419660023805,5.951640539930814
2106,1011,2313,2779,5.264809106723227,5.196500686980778
886,882,80,1638,5.044312875759148,5.486137650642579
3546,3213,3789,3321,5.935148167363506,4.160863013083341
861,3688,1513,2004,5.141361735892819,5.390791786746433
1164,1060,1951,244,5.335367900631733,5.098330616979802
3557,3636,2800,696,5.917569505905332,4.267568100652405
666,2144,3516,2719,5.273628955961791,5.184383606491333
663,2400,2712,1150,4.797387615588855,5.810336746011337
2409,3209,2598,246,4.920865504928739,5.665711222792607
824,3836,755,1794,5.820490127262185,4.36893132740871
2250,3238,115,1281,5.388286996063113,5.0227937952404
17,1647,1264,2171,5.467696157719657,4.937965979686333
3941,1977,2675,3638,5.300088503677481,5.147770572855995
1293,514,2961,143,5.573503830072939,4.744316518713915
1869,936,996,1501,5.017883846552936,5.547505596972209
1035,480,3771,1933,5.573534348582416,4.77711850883985
413,2907,1670,1363,6.808496353038119,2.192737207167241
2758,3440,3318,2865,5.114871669667655,5.3961261946211385
1287,2672,655,2686,4.99139378032777,5.552100349753207
2140,3909,4026,553,5.661702322458572,4.603175559254572
2181,3243,1604,1445,5.167821283608509,5.356243463585287
3619,2226,903,2042,5.467726676229133,4.969490566696255
100,2337,1864,871,5.317728202154607,5.123140602634311
2995,1140,2908,1771,6.252632221442306,3.456660838840729
3929,1824,228,3459,4.726798303170874,5.86364777536556
2131,165,1554,1219,5.1325113681447805,5.373242969574723
3085,1121,170,3096,4.744438001648,5.843767477381458
751,260,2023,1002,5.114871669667653,5.3961261946211385
764,1688,3471,2974,4.797357097079379,5.783393788305289
600,700,419,3626,5.3265480513931704,5.110758275142499
3375,1128,1905,1762,4.814996795556506,5.763020695352487
2465,1442,1228,3473,4.329905087435531,6.281293279953146
3785,3377,2117,1021,5.061952574236275,5.463859230919549
2891,1176,2166,264,5.255989257484665,5.208574643877741
2149,3073,2198,2067,4.488692892239143,6.146212435465018
739,27,2703,2342,4.506302072206793,6.102392437130977
3411,3200,455,2796,4.012421033356731,6.602882076553456
2373,15,783,2236,5.264809106723228,5.196500686980779
1582,733,710,3070,5.141331217383343,5.36174297143814
1056,952,3258,599,4.982573931089206,5.562969149731777
481,3713,3198,1911,5.723441267128513,4.500716437401067
3367,3259,1325,742,4.9472945341349535,5.606094882768829
1802,2616,842,3447,4.241706595049898,6.3670271126030915
2032,2813,1744,1697,3.985930967131566,6.60271020938717
297,956,3467,813,5.1325113681447805,5.373242969574723
1393,2209,3993,2076,5.344187749870297,5.08585729583996
3703,3388,1180,3225,4.691518906216621,5.903049388872816
1480,29,2577,3418,4.779717398602252,5.803641750507228
2916,191,896,2548,3.536118655964843,6.975246231573066
251,1967,2268,1528,4.929654835657827,5.627450878913955
1458,1958,3504,3476,5.079592272713401,5.441432417193721
1267,3671,2309,4054,4.515121921445357,6.09317546781638
2910,304,1454,1787,5.273628955961791,5.184383606491333
226,1962,2149,1234,4.382824182866909,6.228687186188179
1843,3422,3548,2321,4.894375438703574,5.669756922547954
4063,2526,1781,2427,4.814996795556505,5.7630206953524885
3527,3567,3000,3206,5.308908352916045,5.135477927350265
1771,429,254,2329,4.215247047334209,6.392285752990968
3291,2684,394,1468,5.044312875759148,5.486137650642579
1735,2646,408,3539,4.682729575487534,5.939182287325058
3912,536,2971,2479,5.30893887142552,5.165798264564684
3398,3607,3035,3590,5.441236610003967,4.977014081803753
1117,3103,191,3813,5.476485488448745,4.893037420675483
1162,1129,333,1142,5.141392254402295,5.419684906198565
260,3803,438,946,4.13586840418714,6.466820280610311
3998,1675,1962,2414,4.903195287942137,5.659230679911756
465,2749,1388,1804,5.89104892117069,4.242463938401955
2095,3937,1221,2089,5.300088503677481,5.147770572855994
2791,1403,2640,3127,4.982573931089206,5.562969149731777
1487,803,786,1646,4.3740043336283465,6.237516857397748
2329,606,1211,3727,4.920834986419263,5.638077846691989
3554,2642,966,3637,4.8590960417493205,5.711531708331186
1177,4023,82,1064,4.885586107974487,5.707679358696808
2869,1211,1386,1718,4.89440595721305,5.697236789050593
1850,2300,3040,2232,5.282448805200354,5.172223099329656
3522,4052,2449,3582,5.494125186925872,4.866479197991237
3177,817,54,776,5.141331217383343,5.36174297143814
1840,215,1460,1678,5.194250312814723,5.291909543137913
1279,2394,2010,580,4.568041016876736,6.037307600377068
3475,3885,1260,2848,4.541581469161047,6.065363573542014
1680,3927,595,3170,4.091769157994324,6.507441127987
850,1745,1008,1690,4.612140263069552,5.989995918959184
2598,162,673,827,5.758720664082766,4.440721833078122
