m0,m1,m2,m3,voltage_mV,std_mV
1000,4012,3920,3246,5.811731315042574,4.455065474270137
732,4015,1941,906,5.476485488448745,4.893037420675483
748,1837,765,3824,3.985930967131566,6.60271020938717
992,3990,1778,1829,3.11276589251381,7.28320913251529
1310,2775,3411,4041,5.714621417889951,4.515547476659729
2166,1423,374,3159,4.753257850886563,5.833781921580147
1836,1560,650,2226,4.471022675252541,6.1389952241842805
535,2053,1439,2893,5.238349559007539,5.232594379895262
1777,1202,842,1824,4.9561143833735155,5.595365464864094
3591,463,1147,271,5.141331217383343,5.36174297143814
1536,1271,1429,3282,5.044312875759148,5.486137650642579
3026,54,3620,606,5.291268654438918,5.160018858467602
3203,988,2755,4094,5.123691518906217,5.384703961121807
2823,1523,4077,434,5.670522171697135,4.588729469268135
1086,2621,358,3111,5.344187749870296,5.08585729583996
3019,800,954,3187,4.391644032105472,6.219832473705977
2495,3503,3782,2187,5.5029755546739105,4.885193448768644
27,2929,3973,779,5.688161870174261,4.559648805479283
1548,287,2028,2429,4.744438001647999,5.843767477381458
392,867,1735,3269,4.9561143833735155,5.595365464864094
690,3011,1334,396,5.291299172948395,5.190195936984809
2292,447,3479,109,5.388286996063113,5.0227937952404
2043,1154,1034,2501,5.044312875759148,5.486137650642579
2197,2724,2270,3916,5.026673177282023,5.508269476919833
2156,3801,3823,1608,5.017853328043459,5.519280969060119
965,1906,2837,2524,5.705801568651388,4.530312792574346
373,3876,1050,1098,5.7851802117984565,4.3950026479955335
2619,1056,1684,332,5.5999633777886295,4.702592754445912
1790,570,1975,735,6.005706961272011,4.025858923587592
2958,1143,2554,1847,5.185460982085636,5.333013980157851
3388,3768,877,2107,5.582354197820979,4.763363246361332
3174,3786,2459,3523,5.009033478804895,5.530256469731811
1970,1703,1124,1601,5.732261116367077,4.485819022913772
1151,1389,1508,988,4.276985992004151,6.333020259944044
3036,218,529,159,1293.787957396161,9.707102550876488
3793,1365,1272,931,4.973754081850642,5.5738027995726664
129,779,3354,3313,5.582323679311503,4.7304659323754485
2733,230,1729,2529,5.670522171697135,4.588729469268135
836,2520,412,2015,4.867915890987884,5.701137176114192
2982,3813,871,134,4.982573931089206,5.562969149731777
3483,2037,67,2997,5.053132724997711,5.475016876530337
2063,3866,2297,2867,4.964934232612079,5.584601503840675
649,2166,501,1181,5.106051820429091,5.407509915677526
721,2830,3173,2130,5.811670278023622,4.384403428098223
2391,126,1719,1315,5.644093142490921,4.665474292750182
2004,2600,1758,2213,5.009033478804896,5.530256469731811
2662,2314,3753,2295,5.599993896298105,4.735683584965727
1155,38,1654,1244,5.176610614337595,5.315347836565629
3148,2959,2088,1568,4.8590960417493205,5.711531708331186
106,2017,4012,3242,5.335428937650686,5.159229417645863
1382,3448,933,3513,4.964934232612079,5.584601503840675
3506,1307,2116,1801,5.344187749870297,5.08585729583996
2681,2437,3271,3063,4.612140263069552,5.989995918959184
3957,2482,2937,1262,4.964934232612079,5.584601503840675
2569,1518,3848,878,5.732261116367077,4.485819022913772
60,3090,3301,3304,5.255989257484664,5.20857464387774
3904,1175,678,1892,4.4710226752525415,6.1389952241842805
2989,1342,3120,2462,5.211951048310802,5.327265383028518
2849,3065,736,3668,4.232886745811334,6.375469979841501
1347,2341,3458,2906,7.259285256508072,2.6070903201430276
32,460,2715,3651,4.788537247840815,5.7935333285621144
3270,3602,2930,2601,5.255989257484665,5.208574643877741
4038,3632,194,115,3.862453077791681,6.7100390508789705
3226,853,3486,2056,5.450025940733055,4.932488365672589
2668,808,3433,785,5.7940305795464955,4.41513211979985
3467,2770,2034,2675,4.779747917111728,5.830491234565629
173,1205,3097,1288,5.591143528550067,4.7165581800192555
1282,1394,2943,3579,5.705832087160864,4.564652006589522
2358,2863,3165,1115,5.308908352916044,5.135477927350267
729,1412,2850,2724,4.735618152409437,5.853722710495086
3826,3547,2223,2221,4.35636463515122,6.255101499875922
473,2011,222,338,5.935148167363506,4.160863013083341
