m0,m1,m2,m3,voltage_mV,std_mV
3260,3791,1457,1781,1.248130741294595,7.287172537771616
2275,2891,2806,2878,2.846613971373638,10.7963686062906
2282,1600,2763,163,1.7079683828241827,8.478308540871998
1148,648,2975,4003,1.5984832300790426,8.212729363948114
23,189,3812,2070,2.2116000854518267,9.589774467044185
1641,111,1327,2183,1.9269386883144626,8.98194733561316
2551,1212,82,2714,2.802819910275582,10.718725061686179
1690,3366,1219,3862,1.1167485580004273,6.903609725240887
3803,1890,2518,1626,2.430570390942106,10.026807855879156
1493,112,1718,3846,1.335718863490707,7.5307641468348345
113,1272,230,720,1.4014099551377908,7.707754753257851
757,2709,391,1832,1.335718863490707,7.530764146834835
2451,1236,2263,3815,3.569215979491561,11.982118342336351
2143,2018,2573,3938,2.0583208716086308,9.268524434888894
1264,324,1827,1672,0.8101901303140354,5.901280201850827
