motor_0,motor_1,voltage
2144.0,594.0,5.370647297585987
2144.0,614.4081632653061,5.238349559007538
2144.0,634.8163265306123,5.917477950376904
2144.0,655.2244897959183,5.564683980834377
2144.0,675.6326530612245,6.208532975249489
2144.0,696.0408163265306,6.023377178258615
2144.0,716.4489795918367,5.776360362559894
2144.0,736.8571428571429,5.952787865840634
2144.0,757.2653061224489,6.146885586107976
2144.0,777.6734693877551,5.988067262794886
2144.0,798.0816326530612,5.93511764885403
2144.0,818.4897959183673,5.961577196569721
2144.0,838.8979591836735,5.943937498092593
2144.0,859.3061224489795,5.952757347331157
2144.0,879.7142857142858,5.988036744285409
2144.0,900.1224489795918,6.579027680288095
2144.0,920.530612244898,6.261482589190344
2144.0,940.9387755102041,6.332010864589375
2144.0,961.3469387755101,6.464339121677298
2144.0,981.7551020408164,6.631885738700523
2144.0,1002.1632653061224,6.5525681325724054
2144.0,1022.5714285714286,6.746604815820795
2144.0,1042.9795918367347,6.243812372203742
2144.0,1063.3877551020407,6.667317728202155
2144.0,1083.795918367347,6.632007812738426
2144.0,1104.204081632653,6.57020783104953
2144.0,1124.612244897959,6.508438367870113
2144.0,1145.0204081632653,6.367290261543627
2144.0,1165.4285714285716,6.552598651081881
2144.0,1185.8367346938776,5.811670278023622
2144.0,1206.2448979591836,6.199713126010925
2144.0,1226.6530612244896,6.437910092471084
2144.0,1247.061224489796,5.802819910275582
2144.0,1267.4693877551022,6.164433729056674
2144.0,1287.8775510204082,5.229529709768976
2144.0,1308.2857142857142,5.573503830072939
2144.0,1328.6938775510203,5.3265480513931704
2144.0,1349.1020408163265,5.732261116367077
2144.0,1369.5102040816328,5.591143528550066
2144.0,1389.9183673469388,5.555864131595813
2144.0,1410.3265306122448,5.741142002624592
2144.0,1430.7346938775509,5.494125186925872
2144.0,1451.142857142857,5.8998382518997765
2144.0,1471.5510204081634,5.705801568651387
2144.0,1491.9591836734694,4.726798303170874
2144.0,1512.3673469387754,5.2295602282784515
2144.0,1532.7755102040815,4.964934232612079
2144.0,1553.1836734693877,5.855739005706962
2144.0,1573.591836734694,5.106051820429091
2144.0,1594.0,5.300119022186958
2164.408163265306,594.0,5.405926694540239
2164.408163265306,614.4081632653061,5.502945036164434
2164.408163265306,634.8163265306123,5.273628955961791
2164.408163265306,655.2244897959183,5.317728202154607
2164.408163265306,675.6326530612245,5.802819910275582
2164.408163265306,696.0408163265306,5.644062623981446
2164.408163265306,716.4489795918367,5.467665639210181
2164.408163265306,736.8571428571429,6.296761986144597
2164.408163265306,757.2653061224489,5.564683980834376
2164.408163265306,777.6734693877551,6.402630695516831
2164.408163265306,798.0816326530612,5.802819910275582
2164.408163265306,818.4897959183673,6.120365001373333
2164.408163265306,838.8979591836735,6.464369640186773
2164.408163265306,859.3061224489795,6.332071901608326
2164.408163265306,879.7142857142858,6.411450544755395
2164.408163265306,900.1224489795918,6.490859706411939
2164.408163265306,920.530612244898,6.4820093386639
2164.408163265306,940.9387755102041,6.614490188299204
2164.408163265306,961.3469387755101,6.4467299417096475
2164.408163265306,981.7551020408164,6.499679555650502
2164.408163265306,1002.1632653061224,6.737815485091709
2164.408163265306,1022.5714285714286,6.658375804925687
2164.408163265306,1042.9795918367347,6.684865871150853
2164.408163265306,1063.3877551020407,6.693685720389416
2164.408163265306,1083.795918367347,6.561387981810969
2164.408163265306,1104.204081632653,6.764244514297921
2164.408163265306,1124.612244897959,6.623218482009339
2164.408163265306,1145.0204081632653,6.384990997039706
2164.408163265306,1165.4285714285716,6.6319467757194746
2164.408163265306,1185.8367346938776,6.173284096804713
2164.408163265306,1206.2448979591836,5.599963377788629
2164.408163265306,1226.6530612244896,6.47315897091586
2164.408163265306,1247.061224489796,5.749900814844204
2164.408163265306,1267.4693877551022,5.300088503677482
2164.408163265306,1287.8775510204082,5.044343394268624
2164.408163265306,1308.2857142857142,5.82045960875271
2164.408163265306,1328.6938775510203,5.935148167363506
2164.408163265306,1349.1020408163265,5.370647297585986
2164.408163265306,1369.5102040816328,6.446699423200171
2164.408163265306,1389.9183673469388,5.573503830072939
2164.408163265306,1410.3265306122448,5.264809106723228
2164.408163265306,1430.7346938775509,5.203070162053286
2164.408163265306,1451.142857142857,5.167790765099033
2164.408163265306,1471.5510204081634,5.150151066621906
2164.408163265306,1491.9591836734694,5.538224433118686
2164.408163265306,1512.3673469387754,4.894375438703573
2164.408163265306,1532.7755102040815,4.982573931089206
2164.408163265306,1553.1836734693877,5.7940305795464955
2164.408163265306,1573.591836734694,5.370647297585986
2164.408163265306,1594.0,5.106051820429091
2184.816326530612,594.0,5.070802941984313
2184.816326530612,614.4081632653061,5.94396801660207
2184.816326530612,634.8163265306123,6.208532975249489
2184.816326530612,655.2244897959183,5.87343974120304
2184.816326530612,675.6326530612245,6.332102420117803
2184.816326530612,696.0408163265306,5.397106845301676
2184.816326530612,716.4489795918367,5.89104892117069
2184.816326530612,736.8571428571429,6.005676442762536
2184.816326530612,757.2653061224489,6.243812372203742
2184.816326530612,777.6734693877551,6.3584704123050635
2184.816326530612,798.0816326530612,6.508499404889066
2184.816326530612,818.4897959183673,6.455580309457686
2184.816326530612,838.8979591836735,6.658406323435163
2184.816326530612,859.3061224489795,6.693777275917844
2184.816326530612,879.7142857142858,6.605487228003785
2184.816326530612,900.1224489795918,6.587786492507706
2184.816326530612,920.530612244898,6.402630695516831
2184.816326530612,940.9387755102041,6.684926908169806
2184.816326530612,961.3469387755101,6.720206305124059
2184.816326530612,981.7551020408164,6.614398632770776
2184.816326530612,1002.1632653061224,6.614337595751824
2184.816326530612,1022.5714285714286,6.817224646748253
2184.816326530612,1042.9795918367347,6.781945249794
2184.816326530612,1063.3877551020407,6.861354411450545
2184.816326530612,1083.795918367347,6.711264381847591
2184.816326530612,1104.204081632653,6.623126926480911
2184.816326530612,1124.612244897959,6.534928434095279
2184.816326530612,1145.0204081632653,6.384960478530229
2184.816326530612,1165.4285714285716,5.961577196569721
2184.816326530612,1185.8367346938776,6.649555955687125
2184.816326530612,1206.2448979591836,6.605487228003783
2184.816326530612,1226.6530612244896,5.970397045808283
2184.816326530612,1247.061224489796,5.794000061037019
2184.816326530612,1267.4693877551022,5.35300759910886
2184.816326530612,1287.8775510204082,6.217352824488053
2184.816326530612,1308.2857142857142,6.093874935148167
2184.816326530612,1328.6938775510203,5.794000061037019
2184.816326530612,1349.1020408163265,5.970427564317759
2184.816326530612,1369.5102040816328,5.635242774742881
2184.816326530612,1389.9183673469388,6.1644642475661495
2184.816326530612,1410.3265306122448,5.229529709768975
2184.816326530612,1430.7346938775509,6.005676442762536
2184.816326530612,1451.142857142857,5.335398419141209
2184.816326530612,1471.5510204081634,5.4147465437788025
2184.816326530612,1491.9591836734694,5.749931333353679
2184.816326530612,1512.3673469387754,5.52058473464156
2184.816326530612,1532.7755102040815,5.52058473464156
2184.816326530612,1553.1836734693877,5.846919156468399
2184.816326530612,1573.591836734694,5.344187749870296
2184.816326530612,1594.0,4.400463881344035
2205.2244897959185,594.0,5.688161870174261
2205.2244897959185,614.4081632653061,5.943937498092593
2205.2244897959185,634.8163265306123,6.032166508987702
2205.2244897959185,655.2244897959183,5.794000061037019
2205.2244897959185,675.6326530612245,5.846949674977875
2205.2244897959185,696.0408163265306,5.94396801660207
2205.2244897959185,716.4489795918367,6.270271919919431
2205.2244897959185,736.8571428571429,6.420209356975005
2205.2244897959185,757.2653061224489,6.534958952604755
2205.2244897959185,777.6734693877551,6.711416974394972
2205.2244897959185,798.0816326530612,6.667317728202155
2205.2244897959185,818.4897959183673,6.587939085055086
2205.2244897959185,838.8979591836735,6.552629169591357
2205.2244897959185,859.3061224489795,6.790826136051515
2205.2244897959185,879.7142857142858,6.693716238898893
2205.2244897959185,900.1224489795918,6.993804742576373
2205.2244897959185,920.530612244898,6.7466353343302705
2205.2244897959185,940.9387755102041,6.790826136051515
2205.2244897959185,961.3469387755101,7.064638203070163
2205.2244897959185,981.7551020408164,7.04696798608356
2205.2244897959185,1002.1632653061224,6.993957335123754
2205.2244897959185,1022.5714285714286,6.985137485885191
2205.2244897959185,1042.9795918367347,7.082399975585193
2205.2244897959185,1063.3877551020407,7.179692983794672
2205.2244897959185,1083.795918367347,6.985229041413618
2205.2244897959185,1104.204081632653,7.126590777306436
2205.2244897959185,1124.612244897959,7.029297769096958
2205.2244897959185,1145.0204081632653,6.870235297708061
2205.2244897959185,1165.4285714285716,6.834986419263283
2205.2244897959185,1185.8367346938776,6.711416974394972
2205.2244897959185,1206.2448979591836,6.605426190984833
2205.2244897959185,1226.6530612244896,6.684926908169805
2205.2244897959185,1247.061224489796,6.137974181340984
2205.2244897959185,1267.4693877551022,5.573503830072939
2205.2244897959185,1287.8775510204082,6.40256965849788
2205.2244897959185,1308.2857142857142,5.564683980834377
2205.2244897959185,1328.6938775510203,5.864589373455001
2205.2244897959185,1349.1020408163265,5.9703970458082845
2205.2244897959185,1369.5102040816328,5.802850428785058
2205.2244897959185,1389.9183673469388,5.926328318124943
2205.2244897959185,1410.3265306122448,6.314371166112247
2205.2244897959185,1430.7346938775509,5.255989257484665
2205.2244897959185,1451.142857142857,5.961577196569721
2205.2244897959185,1471.5510204081634,4.920834986419264
2205.2244897959185,1491.9591836734694,5.238349559007538
2205.2244897959185,1512.3673469387754,5.458876308481094
2205.2244897959185,1532.7755102040815,5.749900814844204
2205.2244897959185,1553.1836734693877,3.7213354899746696
2205.2244897959185,1573.591836734694,5.8822290719321275
2205.2244897959185,1594.0,6.049806207464828
2225.6326530612246,594.0,5.838129825739312
2225.6326530612246,614.4081632653061,6.314371166112247
2225.6326530612246,634.8163265306123,6.385021515549181
2225.6326530612246,655.2244897959183,6.252693258461258
2225.6326530612246,675.6326530612245,6.296823023163549
2225.6326530612246,696.0408163265306,5.661702322458572
2225.6326530612246,716.4489795918367,6.54383983886227
2225.6326530612246,736.8571428571429,6.33204138309885
2225.6326530612246,757.2653061224489,6.420270393993958
2225.6326530612246,777.6734693877551,6.702536088137457
2225.6326530612246,798.0816326530612,6.764213995788446
2225.6326530612246,818.4897959183673,6.879177220984528
2225.6326530612246,838.8979591836735,6.887874996185186
2225.6326530612246,859.3061224489795,7.029236732078005
2225.6326530612246,879.7142857142858,6.8348948637348546
2225.6326530612246,900.1224489795918,6.985168004394667
2225.6326530612246,920.530612244898,7.135410626545
2225.6326530612246,940.9387755102041,6.905575731681265
2225.6326530612246,961.3469387755101,6.9586779381695
2225.6326530612246,981.7551020408164,7.1088595233008816
2225.6326530612246,1002.1632653061224,6.993896298104801
2225.6326530612246,1022.5714285714286,6.905575731681265
2225.6326530612246,1042.9795918367347,7.055787835322123
2225.6326530612246,1063.3877551020407,6.949736014893033
2225.6326530612246,1083.795918367347,6.98513748588519
2225.6326530612246,1104.204081632653,7.002746665852841
2225.6326530612246,1124.612244897959,6.949705496383556
2225.6326530612246,1145.0204081632653,6.773033845027008
2225.6326530612246,1165.4285714285716,6.808404797509689
2225.6326530612246,1185.8367346938776,6.755546739097262
2225.6326530612246,1206.2448979591836,6.605487228003785
2225.6326530612246,1226.6530612244896,6.323221533860288
2225.6326530612246,1247.061224489796,6.526047547837763
2225.6326530612246,1267.4693877551022,6.605548265022737
2225.6326530612246,1287.8775510204082,6.314371166112247
2225.6326530612246,1308.2857142857142,6.464369640186774
2225.6326530612246,1328.6938775510203,5.899868770409253
2225.6326530612246,1349.1020408163265,5.93511764885403
2225.6326530612246,1369.5102040816328,6.464308603167821
2225.6326530612246,1389.9183673469388,5.855739005706962
2225.6326530612246,1410.3265306122448,5.644062623981444
2225.6326530612246,1430.7346938775509,5.802850428785059
2225.6326530612246,1451.142857142857,6.270332956938384
2225.6326530612246,1471.5510204081634,6.349711600085453
2225.6326530612246,1491.9591836734694,5.988036744285409
2225.6326530612246,1512.3673469387754,4.594500564592425
