iteration,motor_pos,voltage,direction
195,2252,12.043366801965393,forward
196,2253,10.882824182866909,forward
197,2254,8.955885494552447,forward
198,2255,7.226020081179235,forward
199,2256,8.824503311258276,forward
200,2257,5.8684041871395,forward
201,2258,8.517944883571888,forward
202,2259,9.634693441572312,forward
203,2260,12.48130741294595,forward
204,2261,11.32076479384747,forward
205,2262,12.831659901730399,forward
206,2263,10.685750907925655,forward
207,2264,7.072740867336038,forward
208,2265,9.306237983336894,forward
209,2266,11.123691518906217,forward
210,2267,11.101794488357188,forward
211,2268,11.62732322153386,forward
212,2269,10.488677632984405,forward
213,2270,8.233283486434523,forward
214,2271,11.07989745780816,forward
215,2272,14.649113437299722,forward
216,2273,7.948622089297158,forward
217,2274,9.634693441572313,forward
218,2275,9.43762016663106,forward
219,2276,11.101794488357188,forward
220,2277,12.481307412945949,forward
221,2278,9.78797265541551,forward
222,2279,7.138431958983123,forward
223,2280,7.9486220892971575,forward
224,2281,12.415616321298867,forward
225,2282,12.744071779534286,forward
226,2283,12.853556932279425,forward
227,2284,11.627323221533862,forward
228,2285,13.554261909848323,forward
229,2286,12.087160863063447,forward
230,2287,14.079790643024994,forward
231,2288,15.524994659260841,forward
232,2289,13.619953001495407,forward
233,2290,13.050630207220678,forward
234,2291,18.021256141850035,forward
235,2292,14.101687673574022,forward
236,2293,12.503204443494978,forward
237,2294,14.211172826319162,forward
238,2295,12.853556932279428,forward
239,2296,13.379085665456097,forward
240,2297,15.98483230079043,forward
241,2298,16.335184789574875,forward
242,2299,16.160008545182652,forward
243,2300,12.240440076906644,forward
244,2301,18.262123477889336,forward
245,2302,11.101794488357188,forward
246,2303,12.634586626789147,forward
247,2304,15.52499465926084,forward
248,2305,17.430036317026275,forward
249,2306,12.80976287118137,forward
250,2307,13.203909421063877,forward
251,2308,16.225699636829738,forward
252,2309,14.583422345652638,forward
253,2310,16.422772911770984,forward
254,2311,15.262230292672506,forward
255,2312,15.678273873104036,forward
256,2313,15.393612475966673,forward
257,2314,14.34255500961333,forward
258,2315,16.357081820123902,forward
259,2316,19.159901730399483,forward
260,2317,17.867976928006836,forward
261,2318,16.554155095065155,forward
262,2319,20.71459089938047,forward
263,2320,17.23296304208502,forward
264,2321,17.40813928647725,forward
265,2322,17.145374919888912,forward
266,2323,17.58331553086947,forward
267,2324,18.393505661183507,forward
268,2325,16.160008545182652,forward
269,2326,18.32781456953642,forward
270,2327,18.853343302713096,forward
271,2328,16.992095706045713,forward
272,2329,21.459089938047427,forward
273,2330,19.816812646870325,forward
274,2331,21.152531510361033,forward
275,2332,20.53941465498825,forward
276,2333,19.55404828028199,forward
277,2334,14.846186712240973,forward
278,2335,17.62710959196753,forward
279,2336,23.407925656910912,forward
280,2337,18.59057893612476,forward
281,2338,20.62700277718436,forward
282,2339,15.284127323221531,forward
283,2340,21.962721640675067,forward
284,2341,23.386028626361888,forward
285,2342,22.969985045930358,forward
286,2343,21.61236915189062,forward
287,2344,20.86787011322367,forward
288,2345,27.020935697500537,forward
289,2346,24.152424695577864,forward
290,2347,19.532151249732962,forward
291,2348,20.64889980773339,forward
292,2349,23.298440504165775,forward
293,2350,24.612262337107456,forward
294,2351,25.269173253578295,forward
295,2352,23.320337534714803,forward
296,2353,25.83849604785302,forward
297,2354,26.604892117069,forward
298,2355,27.305597094637896,forward
299,2356,26.51730399487289,forward
300,2357,22.26928006836146,forward
301,2358,26.47350993377483,forward
302,2359,28.59752189703055,forward
303,2360,28.663212988677632,forward
304,2361,30.327387310403758,forward
305,2362,28.071993163853875,forward
306,2363,29.560991241187782,forward
307,2364,29.429609057893614,forward
308,2365,28.225272377697074,forward
309,2366,29.298226874599443,forward
310,2367,34.15936765648366,forward
311,2368,33.54625080111087,forward
312,2369,33.89660328989532,forward
313,2370,32.40760521256142,forward
314,2371,33.32728049562059,forward
315,2372,36.020615253151036,forward
316,2373,33.89660328989532,forward
317,2374,33.10831019013031,forward
318,2375,31.203268532364877,forward
319,2376,33.37107455671865,forward
320,2377,32.97692800683614,forward
321,2378,33.436765648365736,forward
322,2379,31.64120914334544,forward
323,2380,36.261482589190344,forward
324,2381,36.15199743644521,forward
325,2382,37.42202520828882,forward
326,2383,34.1155735953856,forward
327,2384,34.77248451185644,forward
328,2385,35.122837000640885,forward
329,2386,35.188528092287974,forward
330,2387,37.312540055543685,forward
331,2388,39.129993591113006,forward
332,2389,37.772377697073274,forward
333,2390,38.341700491348,forward
334,2391,38.451185644093144,forward
335,2392,39.26137577440718,forward
336,2393,37.07167271950438,forward
337,2394,38.77964110232856,forward
338,2395,38.538773766289246,forward
339,2396,39.04240546891689,forward
340,2397,39.91828669087801,forward
341,2398,40.881756035035245,forward
342,2399,39.89638966032899,forward
343,2400,41.582461012604135,forward
344,2401,42.655415509506504,forward
345,2402,42.239371929074984,forward
346,2403,42.19557786797692,forward
347,2404,42.43644520401623,forward
348,2405,42.04229865413373,forward
349,2406,42.21747489852596,forward
350,2407,42.15178380687887,forward
351,2408,42.98387096774193,forward
352,2409,42.74300363170262,forward
353,2410,42.852488784447765,forward
354,2411,42.852488784447765,forward
355,2412,43.465605639820545,forward
356,2413,43.18094424268318,forward
357,2414,43.44370860927152,forward
358,2415,42.65541550950651,forward
359,2416,43.356120487075415,forward
360,2417,43.50939970091861,forward
361,2418,43.6626789147618,forward
362,2419,43.815958128605,forward
363,2420,43.85975218970305,forward
364,2421,43.61888485366375,forward
365,2422,43.618884853663744,forward
366,2423,43.92544328135014,forward
367,2424,43.88164922025208,forward
368,2425,43.94734031189917,forward
369,2426,44.07872249519333,forward
370,2427,44.01303140354624,forward
371,2428,44.58235419782098,forward
372,2429,44.03492843409527,forward
373,2430,44.07872249519333,forward
374,2431,44.47286904507584,forward
375,2432,44.12251655629139,forward
376,2433,44.7575304422132,forward
377,2434,44.53856013672292,forward
378,2435,46.37791070284128,forward
379,2436,44.97650074770348,forward
380,2437,45.48013245033112,forward
381,2438,46.33411664174321,forward
382,2439,49.00555436872463,forward
383,2440,48.10777611621449,forward
384,2441,47.16620380260628,forward
385,2442,46.75016022217474,forward
386,2443,48.10777611621448,forward
387,2444,49.26831873531296,forward
388,2445,47.38517410809656,forward
389,2446,55.20241401409956,forward
390,2447,58.66214484084597,forward
391,2448,61.20220038453322,forward
392,2449,59.77889339884641,forward
393,2450,59.88837855159154,forward
394,2451,61.158406323435166,forward
395,2452,64.37726981414227,forward
396,2453,69.34789574877163,forward
397,2454,67.289574877163,forward
398,2455,70.04860072634052,forward
399,2456,74.12144840845973,forward
400,2457,75.17250587481307,forward
401,2458,74.53749198889128,forward
402,2459,79.33294167912838,forward
403,2460,76.48632770775474,forward
404,2461,77.82204657124547,forward
405,2462,82.42042298654135,forward
406,2463,84.500640888699,forward
407,2464,86.01153599658193,forward
408,2465,85.66118350779749,forward
409,2466,89.05522324289682,forward
410,2467,87.76329844050417,forward
411,2468,89.01142918179877,forward
412,2469,92.44926297799614,forward
413,2470,91.09164708395643,forward
414,2471,89.73403118991668,forward
415,2472,96.89436017944884,forward
416,2473,95.18639179662465,forward
417,2474,95.23018585772272,forward
418,2475,103.50726340525527,forward
419,2476,107.25165562913904,forward
420,2477,110.01068147831657,forward
421,2478,114.7185430463576,forward
422,2479,120.17090365306555,forward
423,2480,117.21480452894679,forward
424,2481,125.86413159581282,forward
425,2482,124.98825037385171,forward
426,2483,122.97372356334114,forward
427,2484,128.5136722922452,forward
428,2485,129.71800897244174,forward
429,2486,128.7983336893826,forward
430,2487,130.9442426831873,forward
431,2488,130.81286049989313,forward
432,2489,131.2508011108737,forward
433,2490,132.03909421063872,forward
434,2491,131.42597735526593,forward
435,2492,133.65947447126678,forward
436,2493,132.4113437299722,forward
437,2494,133.28722495193333,forward
438,2495,134.46966460158083,forward
439,2496,147.1699423200171,forward
440,2497,139.85633411664173,forward
441,2498,152.9726554155095,forward
442,2499,151.22089297158726,forward
443,2500,166.32984405041657,forward
444,2501,159.67314676351208,forward
445,2502,164.57808160649432,forward
446,2503,174.21277504806662,forward
447,2504,175.00106814783166,forward
448,2505,175.00106814783166,forward
449,2506,175.15434736167484,forward
450,2507,174.32226020081177,forward
451,2508,175.17624439222385,forward
452,2509,175.1981414227729,forward
453,2510,175.24193548387098,forward
454,2511,176.9936979277932,forward
455,2512,176.03022858363596,forward
456,2513,180.36584063234352,forward
457,2514,182.22708822901086,forward
458,2515,194.11717581713307,forward
459,2516,189.2122409741508,forward
460,2517,210.25528733176668,forward
461,2518,203.09495834223455,forward
462,2519,210.60563982055112,forward
463,2520,216.93388164922018,forward
464,2521,218.7730796227912,forward
465,2522,220.78142643513286,forward
466,2523,219.55938901944023,forward
467,2524,219.88670003357032,forward
468,2525,240.7910397656178,forward
469,2526,221.63243507187104,forward
470,2527,240.092776268807,forward
471,2528,259.88418225653857,forward
472,2529,251.6795861690115,forward
473,2530,264.11740470595413,forward
474,2531,270.5327005829036,forward
475,2532,264.2919705801569,forward
476,2533,267.67418439283426,forward
477,2534,296.128421887875,forward
478,2535,304.5090334788049,forward
479,2536,306.49807733390304,forward
480,2537,302.7844325083163,forward
481,2538,311.5091402935881,forward
482,2539,311.94692831202127,forward
483,2540,340.93813898129207,forward
484,2541,335.66095461897635,forward
485,2542,349.95971556749157,forward
486,2543,350.0473036896877,forward
487,2544,349.93781853694253,forward
488,2545,350.0473036896877,forward
489,2546,350.4852443006682,forward
490,2547,354.207739494003,forward
491,2548,374.7690511795404,forward
492,2549,358.4776604510635,forward
493,2550,392.30857264931194,forward
494,2551,391.25751518295857,forward
495,2552,389.3305764946441,forward
496,2553,395.72450941496027,forward
497,2554,393.7537766655477,forward
498,2555,408.052537614063,forward
499,2556,397.4981688894315,forward
500,2557,448.737220374157,forward
501,2558,445.21179845576347,forward
502,2559,454.38665425580626,forward
503,2560,481.40758995330685,forward
504,2561,481.47328104495386,forward
505,2562,479.98428296762,forward
506,2563,489.4656971953491,forward
507,2564,503.9615314188056,forward
508,2565,509.7423474837489,forward
509,2566,525.2016510513627,forward
510,2567,525.7709738456374,forward
511,2568,525.2892391735588,forward
512,2569,541.3835566270944,forward
513,2570,557.6092562639241,forward
514,2571,568.8862269966734,forward
515,2572,565.7768486587115,forward
516,2573,568.2512131107517,forward
517,2574,577.5793481246376,forward
518,2575,579.0464491714224,forward
519,2576,601.359523300882,forward
520,2577,613.5999633777886,forward
521,2578,648.2190923795281,forward
522,2579,644.9126407666248,forward
523,2580,684.2307809686575,forward
524,2581,698.9597766045108,forward
525,2582,700.2690969573049,forward
526,2583,698.4797204504533,forward
527,2584,704.363841669973,forward
528,2585,701.1011841181679,forward
529,2586,744.1288491470076,forward
530,2587,747.610477004303,forward
531,2588,742.0267342143009,forward
532,2589,744.3259224219488,forward
533,2590,786.2149418622395,forward
534,2591,808.2214575640127,forward
535,2592,831.2133396404917,forward
536,2593,833.074587237159,forward
537,2594,830.8410901211581,forward
538,2595,873.1461531418807,forward
539,2596,875.4234443189796,forward
540,2597,874.7008423108618,forward
541,2598,875.7300027466661,forward
542,2599,901.8312631611072,forward
543,2600,889.5908230842006,forward
544,2601,956.3986632892851,forward
545,2602,963.8874477370525,forward
546,2603,972.821436201056,forward
547,2604,1030.870464186529,forward
548,2605,1001.4408551286352,forward
549,2606,1039.8920407727287,forward
550,2607,1051.2979522080143,forward
551,2608,1050.5339976195562,forward
552,2609,1051.69072542497,forward
553,2610,1096.9344920194103,forward
554,2611,1125.4882198553425,forward
555,2612,1137.6191747795037,forward
556,2613,1149.1370128482924,forward
557,2614,1146.6845454268014,forward
558,2615,1183.4277626880705,forward
559,2616,1208.2370983001192,forward
560,2617,1224.2438276314585,forward
561,2618,1209.57281716361,forward
562,2619,1225.6014435254983,forward
563,2620,1225.6671346171454,forward
564,2621,1242.2650837733086,forward
565,2622,1270.4246650593589,forward
566,2623,1286.891232032228,forward
567,2624,1303.8395336771753,forward
568,2625,1320.3936887722402,forward
569,2626,1348.1591235084077,forward
570,2627,1400.799584948271,forward
571,2628,1400.799584948271,forward
572,2629,1400.799584948271,forward
573,2630,1458.537095248268,forward
574,2631,1446.0556352427748,forward
575,2632,1509.4533371990115,forward
576,2633,1493.4471419415872,forward
577,2634,1503.4535508285776,forward
578,2635,1531.8321024201184,forward
579,2636,1542.3207800531027,forward
580,2637,1575.626163518174,forward
581,2638,1619.5516067995238,forward
582,2639,1614.1649372844631,forward
583,2640,1664.4624164555798,forward
584,2641,1702.4975585192424,forward
585,2642,1666.652119510483,forward
586,2643,1704.8186437574393,forward
587,2644,1734.7956785790584,forward
588,2645,1777.9985198522904,forward
589,2646,1753.6271248512223,forward
590,2647,1782.6844843897825,forward
591,2648,1800.946455275124,forward
592,2649,1881.5968810083318,forward
593,2650,1903.5786767174295,forward
594,2651,1883.367870113224,forward
595,2652,1902.0239875484485,forward
596,2653,1920.6364635151222,forward
597,2654,1968.2406079287082,forward
598,2655,1980.1525925473798,forward
599,2656,1970.1018555253756,forward
600,2657,2008.1151005584882,forward
601,2658,2014.1148869289216,forward
602,2659,2099.0096743675035,forward
603,2660,2101.1993774224065,forward
604,2661,2095.6813257240515,forward
605,2662,2101.308862575152,forward
606,2663,2104.965666676839,forward
607,2664,2189.466307565539,forward
608,2665,2223.3410138248846,forward
609,2666,2190.3421887875,forward
610,2667,2238.844111453597,forward
611,2668,2231.8151646473584,forward
612,2669,2277.777718436231,forward
613,2670,2275.983001190222,forward
614,2671,2276.2230292672507,forward
615,2672,2280.0550096133306,forward
616,2673,2348.4832300790426,forward
617,2674,2361.949903866696,forward
618,2675,2366.4825891903442,forward
619,2676,2428.713950010681,forward
620,2677,2451.2459944456314,forward
621,2678,2417.415082247383,forward
622,2679,2477.8946806237986,forward
623,2680,2456.6326639606914,forward
624,2681,2493.835718863492,forward
625,2682,2491.054795983765,forward
626,2683,2519.7837000640893,forward
627,2684,2498.36840418714,forward
628,2685,2538.658940397351,forward
629,2686,2582.6938688314463,forward
630,2687,2573.4533219397563,forward
631,2688,2618.123264259774,forward
632,2689,2598.985259559923,forward
633,2690,2619.634159367656,forward
634,2691,2623.707007049776,forward
635,2692,2626.53149510178,forward
636,2693,2632.2489089632863,forward
637,2694,2646.1923581652272,forward
638,2695,2689.749137852107,forward
639,2696,2714.3614001892147,forward
640,2697,2709.215598010193,forward
641,2698,2742.6742606891075,forward
642,2699,2730.061571092868,forward
643,2700,2782.220297860653,forward
644,2701,2800.96415601062,forward
645,2702,2796.0154271065403,forward
646,2703,2801.599169896542,forward
647,2704,2801.6210669270913,forward
648,2705,2801.6210669270913,forward
649,2706,2802.037110507523,forward
650,2707,2812.9199346903897,forward
651,2708,2804.3581957457195,forward
652,2709,2802.912991729484,forward
653,2710,2842.1743675038906,forward
654,2711,2844.8458052308724,forward
655,2712,2844.88959929197,forward
656,2713,2844.583040864284,forward
657,2714,2845.787377544481,forward
658,2715,2845.371333964049,forward
659,2716,2845.042878505814,forward
660,2717,2854.6775719473853,forward
661,2718,2853.9987640003656,forward
662,2719,2853.4732352671895,forward
663,2720,2850.232474745933,forward
664,2721,2848.8529618213447,forward
665,2722,2853.100985747856,forward
666,2723,2849.7726371044037,forward
667,2724,2849.575563829462,forward
668,2725,2850.013504440443,forward
669,2726,2846.816537980285,forward
670,2727,2846.1596270638147,forward
671,2728,2845.502716147343,forward
672,2729,2844.736320078127,forward
673,2730,2845.13046662801,forward
674,2731,2826.7369609668262,forward
675,2732,2824.85381633961,forward
676,2733,2814.8030793176063,forward
677,2734,2808.584322641682,forward
678,2735,2804.5114749595627,forward
679,2736,2801.599169896542,forward
680,2737,2801.6429639576404,forward
681,2738,2801.577272865993,forward
682,2739,2801.0298471022675,forward
683,2740,2798.3803064058347,forward
684,2741,2772.519913327433,forward
685,2742,2759.7320474868006,forward
686,2743,2746.8784905545212,forward
687,2744,2727.1054719687486,forward
688,2745,2673.238929410688,forward
689,2746,2700.653859065523,forward
690,2747,2651.2547685171057,forward
691,2748,2639.4715720084237,forward
692,2749,2626.290856654561,forward
693,2750,2627.1210364085823,forward
694,2751,2626.225165562914,forward
695,2752,2617.729117709891,forward
696,2753,2583.9201025421917,forward
697,2754,2582.2121341593675,forward
698,2755,2568.5264900662246,forward
699,2756,2545.841166417432,forward
700,2757,2495.5874813074133,forward
701,2758,2460.1799829096344,forward
702,2759,2491.6022217474906,forward
703,2760,2451.399273659474,forward
704,2761,2407.670903653065,forward
705,2762,2447.173146763512,forward
706,2763,2413.210852381969,forward
707,2764,2364.55565050203,forward
708,2765,2319.9732963042084,forward
709,2766,2310.207220679342,forward
710,2767,2319.8857081820115,forward
711,2768,2314.8274941251866,forward
712,2769,2258.72280037843,forward
713,2770,2274.739219336527,forward
714,2771,2237.2075563829467,forward
715,2772,2184.4299905392627,forward
716,2773,2187.6050599688715,forward
717,2774,2182.8753013702817,forward
718,2775,2125.89922788171,forward
719,2776,2144.5336008789327,forward
720,2777,2100.805230872524,forward
721,2778,2101.1993774224065,forward
722,2779,2051.909161656545,forward
723,2780,2068.9888454847865,forward
724,2781,2044.5517593920715,forward
725,2782,1973.452101199377,forward
726,2783,2008.0713064973902,forward
727,2784,1926.0888241218302,forward
728,2785,1936.1176641132847,forward
729,2786,1923.9429151280253,forward
730,2787,1874.7227393414107,forward
731,2788,1882.8646961882384,forward
732,2789,1795.7789086581008,forward
733,2790,1802.676396984771,forward
734,2791,1751.4593188268686,forward
735,2792,1777.035050508133,forward
736,2793,1750.9994811853392,forward
737,2794,1750.6272316660056,forward
738,2795,1725.0952940458392,forward
739,2796,1622.923749504074,forward
740,2797,1662.9515213476973,forward
741,2798,1584.2754905850402,forward
742,2799,1611.5372936185797,forward
743,2800,1575.7794427320175,forward
744,2801,1531.8539994506673,forward
745,2802,1531.700720236824,forward
746,2803,1528.5475478377641,forward
747,2804,1491.8924527726062,forward
748,2805,1443.6519211401717,forward
749,2806,1401.390804773095,forward
750,2807,1419.7843104342783,forward
751,2808,1400.2740562150943,forward
752,2809,1335.3055665761283,forward
753,2810,1370.3408154545732,forward
754,2811,1279.227271340068,forward
755,2812,1269.3955046235546,forward
756,2813,1255.6003753776668,forward
757,2814,1261.1403241065707,forward
758,2815,1213.579973754082,forward
759,2816,1225.5795464949495,forward
760,2817,1222.7548295541244,forward
761,2818,1173.1142612994784,forward
762,2819,1181.6103091525013,forward
763,2820,1096.6498306222727,forward
764,2821,1133.327356791894,forward
765,2822,1108.605609302042,forward
766,2823,1093.7174596392717,forward
767,2824,1049.8989837336344,forward
768,2825,1031.1989196447646,forward
769,2826,1050.1617481002227,forward
770,2827,972.5148777733697,forward
771,2828,949.1945402386547,forward
772,2829,967.2157963805048,forward
773,2830,947.880718405713,forward
774,2831,891.342585528123,forward
775,2832,875.64241462447,forward
776,2833,891.5834528641622,forward
777,2834,874.7446363719598,forward
778,2835,875.1606799523914,forward
779,2836,831.8483535264135,forward
780,2837,840.5852687154758,forward
781,2838,786.4339121677298,forward
782,2839,810.0608081301309,forward
783,2840,746.6689046906947,forward
784,2841,782.0764030884733,forward
785,2842,711.3270973845639,forward
786,2843,705.5024872585225,forward
787,2844,704.4514297921692,forward
788,2845,699.9635303811764,forward
789,2846,700.3566850795011,forward
790,2847,700.2471999267559,forward
791,2848,657.0612201300087,forward
792,2849,629.541001617481,forward
793,2850,656.4930417798394,forward
794,2851,613.4466841639455,forward
795,2852,635.5407879879145,forward
796,2853,577.207098605304,forward
797,2854,569.1489913632619,forward
798,2855,582.9441206091494,forward
799,2856,539.1719565416425,forward
800,2857,525.442518387402,forward
801,2858,562.7988525040437,forward
802,2859,532.7123325296792,forward
803,2860,525.3768272957549,forward
804,2861,510.50874355296486,forward
805,2862,521.8733024079104,forward
806,2863,484.4512771996217,forward
807,2864,479.83100375377677,forward
808,2865,485.67751091036723,forward
809,2866,481.73604541154225,forward
810,2867,455.89754936368917,forward
811,2868,444.5548875392927,forward
812,2869,451.9122898037661,forward
813,2870,396.1624500259408,forward
814,2871,416.2420270393995,forward
815,2872,393.95084994048904,forward
816,2873,397.73903622547084,forward
817,2874,385.389110995819,forward
818,2875,393.31583605456717,forward
819,2876,356.0251930295724,forward
820,2877,353.0252998443556,forward
821,2878,355.63104647968987,forward
822,2879,350.0692007202368,forward
823,2880,350.0473036896877,forward
824,2881,347.6386303292946,forward
825,2882,349.52177495651097,forward
826,2883,348.60209967345185,forward
827,2884,337.4784081545457,forward
828,2885,307.00064088869897,forward
829,2886,297.3941007721183,forward
830,2887,304.2248298593097,forward
831,2888,286.5272988067262,forward
832,2889,297.87423322244945,forward
833,2890,268.21970274971767,forward
834,2891,270.90365306558425,forward
835,2892,262.2844630268258,forward
836,2893,263.70281075472275,forward
837,2894,239.15448469496746,forward
838,2895,221.52333140049436,forward
839,2896,241.86025574510938,forward
840,2897,232.19367046113464,forward
841,2898,220.89053010650954,forward
842,2899,218.5760063478499,forward
843,2900,215.94851527451394,forward
844,2901,218.59797967467264,forward
845,2902,206.11674855800038,forward
846,2903,210.8465071565904,forward
847,2904,205.3284554582354,forward
848,2905,201.01474044007688,forward
849,2906,186.05906857509078,forward
850,2907,182.7088229010895,forward
851,2908,180.01548814355908,forward
852,2909,175.24193548387095,forward
853,2910,175.2200384533219,forward
854,2911,175.1981414227729,forward
855,2912,174.7164067506943,forward
856,2913,175.1981414227729,forward
857,2914,174.8696859645375,forward
858,2915,165.5634479812006,forward
859,2916,168.8480025635548,forward
860,2917,166.94296090578933,forward
